age,mrr,support_tickets,login_frequency,contract_monthly,tenure_months,churned
0.4101614947929458,-0.615648534248563,1.119513123958085,-0.6853377668209796,0,13.851376261928351,0
0.6944836938280124,-1.0132959862519348,0.3366368134978857,-0.21287121511070262,1,2.252930543575496,0
0.9501213752971819,0.3028041724924243,1.119513123958085,0.3628641703028284,1,21.8681566106932,0
0.8814329816175874,1.571910036963675,-1.2291158074225133,-0.360556794326068,1,5.113119846223409,0
-1.7969424525933033,0.3538856873151118,-1.2291158074225133,1.1323836579086928,1,9.752965407877815,0
-1.7969424525933033,-0.3943178947497507,-0.44623949696231374,-1.2441201918908096,1,0.09763575128738065,1
0.24831526573413135,-0.9433695485439874,-0.44623949696231374,0.9890589393599732,0,19.626291045791383,0
-0.7270622352134131,0.9799495229670184,-1.2291158074225133,0.4028376758512993,1,18.759217242723565,0
-0.2935915367775724,1.044537642624712,-1.2291158074225133,1.663373937349685,1,10.766711007122703,0
-1.7969424525933033,1.5995634725224697,0.3366368134978857,1.4513145798370464,0,15.782453159757592,0
1.69494900730063,-0.8351588023826325,0.3366368134978857,-0.24866402698952814,1,6.738393722182022,0
1.1829349764807942,-1.4774697694772427,1.119513123958085,0.8889209888172499,1,1.7877286181848846,0
-0.3183869511165566,0.3401762939451165,-0.44623949696231374,0.33545337765182376,1,5.8062735245173265,0
-1.2943220550855972,0.5033701720851065,-0.44623949696231374,-0.9478386106080138,1,13.776218823666712,0
-1.7969424525933033,1.1414568509327125,0.3366368134978857,-0.2776775137757103,0,12.553493154594499,0
-1.1589237099052758,1.4392638924556005,0.3366368134978857,0.07389866857659899,1,5.641416762501492,0
-0.271108624666202,0.07658683222774075,2.685265744878484,-0.7174690430446841,0,2.2118889877315704,0
0.2909795694965439,0.2347870641172446,-0.44623949696231374,0.19087714945881024,0,6.318907695250945,0
0.10453124446668051,-1.6900803473332533,0.3366368134978857,-0.38943317750696343,1,10.09909434312686,0
-1.6335922321593528,-0.7514989433144814,1.119513123958085,0.5580526316380092,0,3.6573722337447103,0
-0.1370309538910191,-0.6363857680052529,2.685265744878484,1.227698052381619,1,16.20273998833068,0
1.0796229476831916,1.3193416769963455,-0.44623949696231374,1.7660631980627177,0,22.683967060197997,0
0.8648601334825133,-0.03232413897437417,0.3366368134978857,1.9526280490004748,1,23.236772655649027,0
0.5043428083200275,0.132189604617133,-1.2291158074225133,0.08762185007963207,1,18.6344800476936,0
0.058989710424709255,0.6904063919983899,1.119513123958085,0.10151742710065301,1,19.115245042551127,0
0.30964321222559793,1.542843849446736,-0.44623949696231374,1.0215300172783772,1,14.405341665863917,0
-0.280268176565445,0.22561156858703113,1.9023894344182843,0.40526867742169165,1,21.1182129553365,0
-1.7969424525933033,1.437020759703189,-0.44623949696231374,1.1048230291786165,1,22.40570447187882,0
0.19326358944024002,0.2975048611661345,0.3366368134978857,-0.2366634185688916,0,1.6703529343506516,0
-0.005198084944452827,-1.7492621457588555,1.119513123958085,-1.5327109220204405,1,4.289586066079469,1
-0.7478195820134538,-0.15467087392819237,-0.44623949696231374,0.89549883512609,1,13.847435273375284,0
-0.4348835216742046,0.9395719985000088,0.3366368134978857,2.1287835743359844,0,19.37676739247502,0
2.702002801621531,-0.7229634848915497,0.3366368134978857,-0.8067515192696496,0,1.8995342180277055,0
2.3382555557573927,0.6823465586875913,2.685265744878484,-0.06644644242573687,0,10.552245200558469,0
0.1726272468339941,-0.9008695822960636,1.119513123958085,0.8713425741662905,1,15.671150463257842,0
1.0162823066359077,-0.3647547414735351,1.119513123958085,0.9806664685904734,0,2.2465592642921512,0
0.8291056706568549,-0.49268211232556897,0.3366368134978857,-0.7291517735864443,1,1.7144748424378742,1
0.678975893537922,-0.7543443041699384,-0.44623949696231374,0.43502201325405604,1,8.090881422372851,0
-0.4823444451579785,0.30229298120651377,-0.44623949696231374,0.05736498754398565,0,17.24474388472538,0
1.7719229741622329,-0.3076446983455408,-0.44623949696231374,-1.2576251943746333,0,8.73826861267175,0
0.3054853632492934,-1.0855574037251334,3.4681420553386832,-0.02197807986161919,0,8.025123044634363,0
0.6814131932377658,-0.1377315758778396,0.3366368134978857,-0.8832725509367007,0,1.370178364666164,0
-1.464836091859082,1.2779470347668074,0.3366368134978857,0.8712323039380847,1,22.855666602357058,0
-0.260976244513217,-0.8555224904663397,0.3366368134978857,0.5424606208994291,0,15.126405567573315,0
-1.2634138590244244,1.2031182963384928,-0.44623949696231374,-0.42227433022336536,1,1.8147379663924748,0
-1.0673539649612143,-1.2395054435658348,-0.44623949696231374,-0.08915875210978304,1,22.496453341879004,0
-0.8853591448194845,-0.6190442191458694,0.3366368134978857,-1.2489221304330238,0,1.8038265489808154,0
-0.7349122091647667,0.5247481470740406,1.119513123958085,-0.050019036460117,1,15.214226936534839,0
-0.4614245591747349,-0.5180053501060747,-0.44623949696231374,0.3976684971833905,0,19.14440855194968,0
-1.529975170520262,-0.009261828528918499,-0.44623949696231374,0.981863380628869,1,7.282427888764497,0
-0.8315936084006096,1.5625758880694807,0.3366368134978857,-1.4232382518110382,1,18.256635997926054,0
0.4360850942234571,-0.6518850283813697,-1.2291158074225133,-1.7933643465231168,0,7.37708585612313,0
-0.894253234235711,1.7247191971792661,1.119513123958085,0.10730545386143017,0,11.502828973498556,0
0.5446659153671526,0.22510342318418167,2.685265744878484,0.11392263376055271,1,1.3762740087158414,0
-0.22520695301067215,0.45180404318024686,-0.44623949696231374,-0.18607031479189895,1,22.6085172456878,0
0.24805684219876648,-0.9162732762871337,-0.44623949696231374,-0.5080892216480841,1,5.197468126545141,0
-0.9073904997206683,-0.7943645876581,1.9023894344182843,2.4804956213959466,1,16.116555883131987,0
-1.7969424525933033,-0.7283623353101515,-0.44623949696231374,1.012417291588385,0,6.247034449402867,0
0.04290369000583434,1.4777861607847056,1.119513123958085,-1.1061525800438623,1,1.9506086592322087,1
1.9018009825008682,1.2579286125695248,-1.2291158074225133,1.8970498800011766,1,4.509875693213638,0
0.7107137995722683,-1.5652455552425553,-1.2291158074225133,-0.5230255139023883,0,6.765708191974293,0
1.2723390263176921,-1.6257694419541169,-0.44623949696231374,0.6966030580846384,0,5.217171777506245,0
0.4601276505676125,-0.449153201867734,1.9023894344182843,0.08282590455257777,0,12.325730968072817,0
0.31546858525821286,-1.4402173875825262,1.9023894344182843,-1.4546725955733562,1,14.37696638851434,1
-0.23737847531099135,-0.9658808456881537,1.9023894344182843,0.08029119281341135,1,14.286785866396178,0
-1.0865772582251179,0.3771871520607386,1.119513123958085,0.6929220338363731,0,17.379830279794906,0
-0.27051796091007374,1.0895145335888063,0.3366368134978857,0.026671033425923023,0,2.6421334058352675,0
-1.2861944563372676,-1.2549177636540663,1.119513123958085,0.4830106837141789,1,23.485269735335123,0
0.5342808907693204,-1.261590033670567,-1.2291158074225133,-0.7147199598137747,0,4.906643992982756,0
-1.003341984504735,0.8325993043505392,0.3366368134978857,-0.2839294741285853,0,17.035496832056175,0
-0.5879081826303063,-0.27998047445824376,-1.2291158074225133,-1.2886404843506882,1,3.5630946741369867,0
-1.7969424525933033,-0.8779423257010819,1.119513123958085,0.1549543804371557,1,5.021631261620373,0
-0.23772372121396343,-0.37243122880734625,1.9023894344182843,0.10368960419673263,1,13.388983356318844,0
0.09531580514769132,1.086417492641764,-1.2291158074225133,1.2497850571972167,1,3.5637231982800337,0
-0.2774372717070137,-0.2658977822847125,-0.44623949696231374,0.07188951246757985,1,2.3801555946495077,0
-0.22562415955658427,0.07355184522337344,-1.2291158074225133,-0.8708490598351604,0,13.20708052326211,0
-1.7969424525933033,0.7282451722164239,0.3366368134978857,-0.8504190011148702,0,10.050455968391047,0
