customer_id,age,mrr,support_tickets,login_frequency,contract_monthly,tenure_months,churned
1,39.96714153011233,133.04961271909187,1,18.167863720408587,1,11.45810154424708,0
2,33.61735698828815,131.86343566464583,0,17.43893008755449,0,8.438040274679242,0
3,41.47688538100692,78.1742730947994,0,15.683663279357551,1,1.752886882558926,0
4,50.23029856408026,136.7963923319425,1,10.600432976384315,1,3.675721615401927,0
5,32.658466252766644,179.31316327286982,2,18.71914817291062,0,13.670390908122858,0
6,32.6586304305082,99.03071523692819,2,18.40151446030238,1,16.99891280084316,0
7,50.79212815507391,191.9393060420237,2,15.426522575237271,1,10.30462728135676,0
8,42.67434729152909,169.51099284337351,0,9.113394793651143,0,17.82408016777286,0
9,30.305256140650478,120.63066712115848,3,12.873758271352466,0,4.756656435848305,0
10,40.42560043585965,144.3388145064861,2,19.189168387622214,0,3.80733279957678,0
11,30.365823071875376,213.93287230564133,3,21.635956114008934,1,20.307435466695342,0
12,30.34270246429743,179.34191254023463,1,13.367316983118357,0,8.801907015320591,0
13,37.41962271566034,150.3513461959259,2,13.751635160958688,0,10.941702204721759,0
14,18.0,140.49266732156062,1,14.191554459874695,1,22.79437685329782,0
15,18.0,153.06436281806637,2,16.37446504455486,0,10.754583542553513,0
16,29.377124707590273,129.52945768230785,1,12.09466349969988,1,1.0802724345937973,0
17,24.87168879665576,65.81001977123941,2,0.5290747121420818,0,22.57335460964622,0
18,38.142473325952736,231.68711642138925,0,20.963845008235484,0,1.3247285701740434,0
19,25.91975924478789,156.21299996797606,0,23.97344473581275,0,16.232584525771557,0
20,20.876962986647086,165.9258906049015,2,11.938000701971436,1,8.42649091924758,0
21,49.65648768921554,147.68369000492365,0,9.66673315540613,0,11.818987400884716,0
22,32.74223699513465,120.59532797101647,0,14.314497388048888,1,13.587558857012233,0
23,35.67528204687924,142.56302076204918,2,14.062480581356136,0,10.394581317797748,0
24,20.752518137865433,86.02420951222754,1,19.977592885814797,0,18.81048210518987,0
25,29.556172754748175,241.0834599221322,6,15.27319720822519,1,22.406247422282256,0
26,36.10922589709866,100.61952006310416,1,11.036885848144085,1,2.98747719873397,0
27,23.490064225776973,108.72134864611283,1,8.407952747209755,0,19.40581626840438,0
28,38.75698018345672,132.38963182454398,0,19.328170924098366,1,3.959436240714838,0
29,28.99361310081195,201.5230289940951,1,17.997556205821247,0,2.8463752147409784,0
30,32.083062502067236,150.58035997050615,1,20.302799390459093,1,22.984123412608962,0
31,28.98293387770603,100.5545681587815,4,10.15906624639453,0,12.253848974299302,0
32,53.522781845089376,200.17353443029359,0,24.192184497641648,1,4.509875693213638,0
33,34.86502775262066,179.24002507141927,1,6.281527464713815,1,8.171945480668573,1
34,24.422890710440996,171.5373982886581,0,18.5480051070074,0,7.054454191699719,0
35,43.225449121031886,178.62936964683362,1,5.452086164015492,0,11.679107386583865,0
36,22.791563500289776,245.77447602329804,1,11.048343091507661,1,15.367170659237937,0
37,37.08863595004755,237.4037958014445,0,22.805114652239794,0,20.99320606400988,0
38,18.0,122.53138627986819,0,19.156821272379947,1,1.0708721601940911,0
39,21.718139511015693,214.95539971244608,0,12.26889792256409,0,5.925235201066821,0
40,36.96861235869123,165.326727590356,2,12.40581478589156,1,3.21422248713193,0
41,42.38466579995411,169.96383264550997,1,15.50311055417721,1,3.2332471358584374,0
42,36.7136828118997,82.30916673426685,1,17.570704953803613,1,22.75288050221781,0
43,33.843517176117594,143.18456938447216,2,21.257896913413482,1,22.529907493846206,0
44,31.988963044107113,117.4870563865374,4,12.718829976957528,0,18.23408583312836,0
45,20.214780096325725,183.12235259573237,2,6.941074682563993,0,15.790449975221057,0
46,27.801557916052914,192.84322001611218,0,15.7848431352438,1,20.50332026622717,0
47,30.393612290402125,67.02054595934754,1,12.712845812458026,1,1.017878553491593,1
48,45.57122226218915,149.1186054398292,1,8.496831476257764,0,3.748173241328254,0
49,38.43618289568462,194.87446019177008,4,16.48834457656397,1,8.293597235815682,0
50,18.0,142.5328415074622,0,13.934431229536054,1,20.14732473761981,0
51,38.24083969394795,179.16254580009456,1,16.532561032348973,1,11.861348483629733,0
52,31.149177195836835,164.04661870508338,1,10.527778999064097,1,12.582219559065221,0
53,28.230779996940413,163.66640927810505,2,17.433552651627494,1,6.2731048820375745,0
54,41.11676288840868,139.1474008772681,1,8.414509016225107,0,15.9129120669911,0
55,45.30999522495951,101.33676783457162,5,10.861343051517085,1,4.642506778002076,1
56,44.31280119116199,105.1387941029989,2,13.785428844563612,0,8.578827056744753,0
57,26.607824767773614,178.37410057821268,0,23.70909207479857,1,15.241276614707335,0
58,31.907876241487855,150.77833022075532,1,18.924126842742467,1,8.634826174571907,0
59,38.31263431403564,144.45951021571102,2,20.385962521338946,1,19.23253957218959,0
60,44.75545127122359,133.0443983071059,1,22.08538516671572,0,11.924073950823296,0
61,30.2082576215471,137.79244618076993,1,30.0,1,8.807787511053206,0
62,33.14341023336183,191.87647177952556,1,15.20794533779217,1,10.661123646859714,0
63,23.936650259939718,136.59023672527894,0,22.102004615649278,0,3.0982329921132497,0
64,23.037933759193294,96.35741146793725,0,20.063176272009706,1,20.92069452641613,0
65,43.125258223941984,179.74607102160692,0,19.98016251653763,0,23.035588272776412,0
66,48.56240028570823,141.8049334454113,3,23.871198090200906,0,11.98052613391458,0
67,34.27989878419666,151.25583462131107,0,12.903434845077618,1,0.44011032532249417,1
68,45.03532897892024,214.30313225598042,1,12.506574880318102,1,16.28709257904559,0
69,38.61636025047634,149.1775777059797,2,16.59882756740931,1,11.404774029446283,0
70,28.548802453948756,161.56734692474902,1,14.086501140390565,0,6.802901859283653,0
71,38.61395605508414,102.84306034806698,1,16.592504264990865,1,1.8839623002734278,0
72,50.38036566465969,141.2132219059616,1,22.813743925265058,0,21.463202391135777,0
73,34.64173960890049,174.38104180834404,1,12.609266386468608,0,19.324890097036096,0
74,50.64643655814006,87.7850506463503,1,13.476605187031348,1,20.067139325705725,0
75,18.0,158.03380372462837,2,15.871555017632884,0,11.116313811421943,0
76,43.21902504375224,154.03164290579224,2,13.858407869874153,1,16.733934527398965,1
77,35.870470682381715,151.65149822349758,1,5.429970859932563,1,14.368181069239899,0
78,32.009926495341325,191.48635594632972,1,12.099361786505302,0,9.61983181751034,0
79,35.91760776535502,163.37754059394086,2,18.43686621118752,1,20.38306802681014,0
80,18.0,209.12287593425776,1,22.187733754663235,1,23.97142360502162,0
81,32.80328112162488,110.25641937623855,2,9.226907162311367,0,21.683493067310277,0
82,38.57112571511746,155.4369826887339,1,9.203588003845784,0,18.85241534878503,0
83,49.77894044741516,153.3786714555979,3,15.151169013586678,1,18.192683360424667,0
84,29.817297817263526,107.2298202497968,2,4.622024675610817,0,15.95572338938766,0
85,26.915063971068122,188.25180008365385,1,12.775148985064362,1,20.633202427310273,0
86,29.982429564154636,242.98693223411271,2,6.319789702243032,0,12.340868699967318,0
87,44.15402117702074,149.31975702064676,4,21.845306499212327,0,5.179778734553839,0
88,38.287511096596845,170.2008435309507,0,11.153344228247978,1,18.66514365819175,0
89,29.702397962329613,153.3807390326131,3,23.264170931695137,1,22.14864660604536,0
90,40.13267433113356,121.45661320371296,1,20.567606767291693,0,8.851102714401488,0
91,35.9707754934804,77.16958888791935,3,11.768413511512916,0,19.00861585301412,0
92,44.68644990532889,121.76906067618539,0,9.640201815769611,1,7.295622170895524,0
93,27.979469061226474,94.32166476193075,0,14.032271254162056,1,10.766937171976428,1
94,31.723378534022316,218.16408312236473,1,14.476766878708984,1,16.719602816317092,0
95,31.078918468678424,145.39561224307045,4,16.730734719762008,1,14.093347705195134,0
96,20.364850518678814,136.16322683811316,2,11.117283552349106,0,15.350720072882954,1
97,37.96120277064576,185.56615299151224,3,18.731974367611016,1,19.70431692282346,0
98,37.610552721798896,105.12995588576447,2,16.326640274999498,0,21.524507659182984,0
99,35.05113456642461,119.3254384798179,4,13.29802421642068,0,21.725749255490904,0
100,32.65412866624853,152.72289076994485,5,11.439796722909884,0,2.2118889877315704,0
101,20.84629257949586,191.15075965693921,2,14.07557508450657,1,3.826874984294295,0
102,30.79354677234641,170.06740180675152,1,10.915493740862154,0,19.999400198305793,0
103,31.572854834732304,159.93300570063528,2,15.292193474417937,0,22.7591880277441,0
104,26.97722730778381,153.12470940944064,2,15.42719342609955,1,8.076452506850632,0
105,33.387142883339905,166.00943422107102,1,16.308536417381696,1,1.1978418239524529,0
106,39.040508568145384,158.06611620517018,3,23.83121204835927,0,8.422219347809552,0
107,53.8618590121053,108.80110900892257,2,14.337776401502138,1,9.805875127369147,0
108,36.74577812831839,151.84316886532605,3,20.022989335622412,0,18.503767388638252,0
109,37.57550390722764,107.0524536432899,0,16.14793698487851,1,2.0944473096703002,0
110,34.25554084233833,153.24330171603296,1,13.80877849050773,1,5.8907254301311855,0
111,18.0,130.77408234047033,1,14.40420365024383,1,21.56127748247671,0
112,34.73486124550783,251.57526491131446,1,14.705867954159748,1,4.560869417382984,0
113,35.60230209941027,148.40422464993154,1,16.39883853864108,1,18.462695995271883,0
114,59.63242112485286,93.83041734953645,0,10.203396173905151,1,9.310139558318744,0
115,33.076390352188774,144.63279157292303,1,7.673298082775165,1,16.241184943191882,0
116,38.015473423336125,170.77434982551551,3,18.271486967371377,1,2.698469575968814,0
117,34.65288230294757,216.93455784610094,4,19.490619162906295,1,7.590832736978998,0
118,23.313219623804677,126.42190400245127,1,18.728179164014016,0,10.77016396242456,0
119,46.42822814515021,86.7028810390544,0,15.774860092782363,1,20.715890399789146,0
120,42.519330326867745,182.67348045723924,1,18.836123137266444,0,13.960404725860705,0
121,42.910319470430466,94.77605176401396,0,18.567145130085713,0,2.0401817407868514,0
122,25.90612545205261,132.5537823397006,1,18.938146794774774,1,19.4429311865009,0
123,49.02794310936099,139.69518057956023,2,10.702295893289431,1,2.253994245884099,0
124,20.981489372077192,147.2146618679957,3,9.515241014226845,0,22.490430971813716,0
125,40.868570938002705,177.5665782829734,2,13.057153766238647,0,5.86950125892896,0
126,56.90455625809979,122.6546287085445,0,14.913079452286723,1,12.222301327112259,0
127,25.094636748693116,139.05082991332958,0,13.790394364338551,0,2.6624622816251087,0
128,29.33702270397228,149.42918588202446,1,5.6165483433106225,1,13.91938488484863,0
129,35.99651365087641,155.98391830075153,1,23.60846306067571,1,5.692635916582755,1
130,29.965243458838007,153.9130869883169,4,13.629770055571322,1,10.435716302270887,0
131,19.493365689338674,167.4402310089032,1,15.863522082884767,1,1.8181770917829143,0
132,35.68562974806027,183.7535803856695,2,21.222744953815294,0,21.21553670898457,0
133,24.37696286273895,165.70536462603872,0,3.2751386523939736,0,19.460641772695837,0
134,39.73592430635182,168.14342094036874,3,12.441530640441439,0,15.559690467566789,0
135,25.80575765766197,86.71107333014089,1,13.064413632100978,1,14.1612896005804,0
136,50.499344050175395,152.00910796662723,1,13.318449772746778,1,16.983767921506118,0
137,27.167467076637628,169.18030192006435,2,14.132567046430236,1,4.311770366030446,0
138,31.779384837943244,179.157647782818,3,22.23567399222422,1,22.450817665279132,0
139,43.135172173696695,122.30596903064823,0,18.367294378636114,1,7.547485704606742,0
140,22.69135683566045,123.6384290044542,3,19.790176343144147,1,2.3807245828567716,1
141,37.27459934604129,127.03597298865607,4,15.235601359054618,1,14.955380666263808,0
142,48.07142754282428,171.45655599565373,5,8.003134769272494,0,7.600397323344721,1
143,18.925167654387725,191.35524219696833,0,4.601514824269966,0,21.21589883088858,0
144,36.84633858532304,133.70159570833593,0,7.352961383841845,1,7.805957752964255,0
145,37.598827942484235,186.31849254508197,0,16.7988285208301,0,18.22580832981112,0
146,42.8182287177731,154.93919236658377,0,15.158848563488174,1,14.76299447060089,0
147,22.63049289121918,145.02856891350254,1,13.949181762219963,1,2.7493876119567235,0
148,21.795433869157236,141.54463080728124,1,13.157115466299317,0,10.525557660285429,0
149,40.21941565616898,179.86445458408627,0,25.058607877213735,0,20.27288618511212,0
150,37.96984673233186,163.0231126714828,0,10.885482045117628,1,8.252989945403476,0
151,37.504928503458764,241.03301710590551,2,19.639097280580295,1,12.092069316196147,0
152,38.46448209496975,115.91101428010703,3,15.009564680104969,0,12.238687067534178,0
153,28.199752784215093,170.72406808119902,3,14.695302441070016,1,15.214226936534839,0
154,37.322536971610035,128.8319596075395,0,20.88318774308372,1,21.332410775174218,0
155,37.93072473298681,115.22852052045425,4,22.312651913457223,0,4.9914015720585985,0
156,27.85648581973632,149.56531451860113,2,13.80225271557581,1,12.60618830072289,0
157,53.65774511144757,155.49409917628145,1,18.99601359621071,1,10.75814696361508,0
158,39.73832920911788,266.72694220240373,0,16.819456810750268,1,7.806162072313717,0
159,23.086965027973513,142.63416737267193,2,15.037185694049573,0,22.150988069936762,0
160,41.5655360863383,104.79285082061267,1,16.02127471328513,0,1.1879351253774213,0
161,25.253183297726785,160.9204286997754,2,11.559955925775812,1,3.8084102304986733,0
162,42.87084603742452,67.01439849814527,3,13.469503033344576,1,17.86692234807052,0
163,46.58595579007404,146.32172869582936,2,12.09682360123647,1,7.05915690779901,0
164,26.793176816482895,150.64101129180642,4,19.506883582144596,1,17.633123005121597,0
